cntyname,State,PUMA10,PUMA00,Pop14
Harris TX,TX,4638,4619,31053.545
Harris TX,TX,4638,4620,2939.961
Harrison TX,TX,1200,1300,67336
Hartley TX,TX,100,100,6089
Haskell TX,TX,2600,2800,5769
Hays TX,TX,5400,5402,185025
Hemphill TX,TX,100,100,4180
Henderson TX,TX,1800,1800,79290
Hidalgo TX,TX,6801,6703,9536.054
Hidalgo TX,TX,6801,6704,102396.195
Hidalgo TX,TX,6802,6701,52626.36
Hidalgo TX,TX,6802,6703,26547.559
Hidalgo TX,TX,6802,6704,32346.424
Hidalgo TX,TX,6803,6600,7.509
Hidalgo TX,TX,6803,6703,90246.039
Hidalgo TX,TX,6803,6704,40922.436
Hidalgo TX,TX,6804,6600,207.026
Hidalgo TX,TX,6804,6701,62107.708
Hidalgo TX,TX,6804,6703,49166.993
Hidalgo TX,TX,6805,6600,130439.059
Hidalgo TX,TX,6805,6702,10464.988
Hidalgo TX,TX,6805,6703,55.779
Hidalgo TX,TX,6806,6600,2453.201
Hidalgo TX,TX,6806,6702,108257.275
Hidalgo TX,TX,6806,6704,16.09
Hidalgo TX,TX,6807,6600,68.651
Hidalgo TX,TX,6807,6701,73347.165
Hidalgo TX,TX,6807,6702,39860.491
Hill TX,TX,3700,1900,34848
Hockley TX,TX,400,400,23577
Hood TX,TX,2200,2700,53921
Hopkins TX,TX,1000,1000,35921
Houston TX,TX,3900,4100,22741
Howard TX,TX,2800,3100,36651
Hudspeth TX,TX,3200,3400,3211
Hunt TX,TX,900,900,88493
Hutchinson TX,TX,100,100,21773
Irion TX,TX,2800,3100,1574
Jack TX,TX,600,600,8855
Jackson TX,TX,5500,6200,14739
Jasper TX,TX,4100,1600,35552
Jeff Davis TX,TX,3200,3400,2204
Jefferson TX,TX,4301,4300,116058.515
Jefferson TX,TX,4301,4400,37.994
Jefferson TX,TX,4302,4300,2219.666
Jefferson TX,TX,4302,4400,133918.825
Jim Hogg TX,TX,6400,6500,5255
Jim Wells TX,TX,6900,6100,41353
Johnson TX,TX,2102,2600,157456
Jones TX,TX,2600,2800,19936
Karnes TX,TX,5500,5700,14906
Kaufman TX,TX,1400,1800,90.41
Kaufman TX,TX,1400,2000,111145.59
Kendall TX,TX,6000,5800,38880
Kenedy TX,TX,6900,6500,400
Kent TX,TX,2600,2800,785
Kerr TX,TX,6000,5800,50562
Kimble TX,TX,2800,3100,4438
King TX,TX,400,400,262
Kinney TX,TX,6200,5900,3526
Kleberg TX,TX,6900,6500,32190
Knox TX,TX,2600,600,3858
La Salle TX,TX,6200,5900,7474
Lamar TX,TX,1000,1000,49523
Lamb TX,TX,400,400,13574
Lampasas TX,TX,3400,3600,20156
Lavaca TX,TX,5500,5000,19721
Lee TX,TX,5100,5100,16742
Leon TX,TX,3601,3900,16861
Liberty TX,TX,4400,4502,78117
Limestone TX,TX,3700,1900,23524
Lipscomb TX,TX,100,100,3553
Live Oak TX,TX,6400,6100,12091
Llano TX,TX,3400,3600,19510
Loving TX,TX,3200,3400,86
Lubbock TX,TX,501,501,118096.301
Lubbock TX,TX,502,502,175877.699
Lynn TX,TX,400,400,5771
Madison TX,TX,3601,3900,13861
Marion TX,TX,1200,1200,10149
Martin TX,TX,2800,3100,5460
Mason TX,TX,2800,3100,4071
Matagorda TX,TX,5000,5000,36519
Maverick TX,TX,6200,5900,57023
McCulloch TX,TX,2800,3100,8199
McLennan TX,TX,3801,3801,107401.478
McLennan TX,TX,3802,3802,136039.522
McMullen TX,TX,6400,6100,805
Medina TX,TX,6100,5700,5.205
Medina TX,TX,6100,5800,47888.795
Menard TX,TX,2800,3100,2147
Midland TX,TX,3000,3200,155830
Milam TX,TX,3601,5100,24256
Mills TX,TX,3400,3600,4870
Mitchell TX,TX,2600,2800,9076
Montague TX,TX,600,600,19416
Montgomery TX,TX,4501,4501,60740.39
Montgomery TX,TX,4501,4502,50338.585
Montgomery TX,TX,4501,4503,44795.511
Montgomery TX,TX,4502,4501,27154.005
Montgomery TX,TX,4502,4503,103202.754
Montgomery TX,TX,4503,4501,118237.831
Montgomery TX,TX,4504,4501,8880.534
Montgomery TX,TX,4504,4502,105597.39
Moore TX,TX,100,100,22148
Morris TX,TX,1000,1000,12743
Motley TX,TX,400,400,1153
Nacogdoches TX,TX,4000,1700,65301
Navarro TX,TX,3700,1900,48195
Newton TX,TX,4100,1600,14138
Nolan TX,TX,2600,2800,15093
Nueces TX,TX,6601,6301,2.094
Nueces TX,TX,6601,6302,85974.126
Nueces TX,TX,6601,6400,36656.244
Nueces TX,TX,6602,6301,107659
Nueces TX,TX,6602,6302,15320.027
Nueces TX,TX,6603,6301,19405.508
Nueces TX,TX,6603,6302,91204.001
Ochiltree TX,TX,100,100,10758
Oldham TX,TX,100,100,2070
Orange TX,TX,4200,4200,83433
Palo Pinto TX,TX,2200,2800,28096
Panola TX,TX,1700,1500,23769
Parker TX,TX,2400,2511,123164
Parmer TX,TX,100,100,9908
Pecos TX,TX,3200,3400,15893
Polk TX,TX,3900,4100,46075.956
Polk TX,TX,3900,4502,3.044
Potter TX,TX,200,200,121627
Presidio TX,TX,3200,3400,6976
Rains TX,TX,1300,1200,11032
Randall TX,TX,300,300,128220
Reagan TX,TX,2800,3100,3755
Real TX,TX,6200,5900,3371
Red River TX,TX,1000,1000,12446
Reeves TX,TX,3200,3400,14349
Refugio TX,TX,6500,6100,7302
Roberts TX,TX,100,100,928
Robertson TX,TX,3601,3900,16500
Rockwall TX,TX,900,2000,87809
Runnels TX,TX,2600,3100,10416
Rusk TX,TX,1700,1500,53923
Sabine TX,TX,4100,1600,10350
San Augustine TX,TX,4100,1600,8610
San Jacinto TX,TX,3900,4100,27099
San Patricio TX,TX,6500,6400,66915
San Saba TX,TX,3400,3600,5622
Schleicher TX,TX,2800,3100,3162
Scurry TX,TX,2600,2800,17328
Shackelford TX,TX,2600,2800,3343
Shelby TX,TX,4100,1600,25515
Sherman TX,TX,100,100,3084
Smith TX,TX,1501,1400,104905.663
Smith TX,TX,1502,1400,113936.337
Somervell TX,TX,2200,2700,8694
Starr TX,TX,6400,6500,62955
Stephens TX,TX,2600,2800,9405
Sterling TX,TX,2800,3100,1339
Stonewall TX,TX,2600,2800,1403
Sutton TX,TX,2800,3100,3972
Swisher TX,TX,100,100,7581
Tarrant TX,TX,2501,2201,787.162
Tarrant TX,TX,2501,2501,11963.363
Tarrant TX,TX,2501,2507,23549.275
Tarrant TX,TX,2501,2509,76952.651
Tarrant TX,TX,2502,2501,31343.473
Tarrant TX,TX,2502,2505,38282.761
Tarrant TX,TX,2502,2507,43749.883
Tarrant TX,TX,2502,2508,8215.739
Tarrant TX,TX,2503,2505,78728.068
Tarrant TX,TX,2503,2506,41851.876
Tarrant TX,TX,2503,2508,18062.796
Tarrant TX,TX,2504,2506,89791.355
Tarrant TX,TX,2504,2508,23712.729
Tarrant TX,TX,2505,2506,46761.962
Tarrant TX,TX,2505,2508,62062.162
Tarrant TX,TX,2506,2502,172.057
Tarrant TX,TX,2506,2503,46878.101
Tarrant TX,TX,2506,2506,6943.59
Tarrant TX,TX,2506,2508,61261.02
Tarrant TX,TX,2507,2501,27120.54
Tarrant TX,TX,2507,2502,2316.322
Tarrant TX,TX,2507,2505,36100.859
Tarrant TX,TX,2507,2506,55662.704
Tarrant TX,TX,2508,2501,35510.487
Tarrant TX,TX,2508,2502,70898.383
Tarrant TX,TX,2508,2508,7299.533
Tarrant TX,TX,2509,2501,42141.147
Tarrant TX,TX,2509,2505,4731.577
Tarrant TX,TX,2509,2507,77876.384
Tarrant TX,TX,2509,2510,18116.564
Tarrant TX,TX,2510,2507,12606.427
Tarrant TX,TX,2510,2509,49557.894
Tarrant TX,TX,2510,2510,59325.375
Tarrant TX,TX,2511,2202,62.371
Tarrant TX,TX,2511,2504,93421.765
Tarrant TX,TX,2511,2509,21471.682
Tarrant TX,TX,2512,2501,2038.88
Tarrant TX,TX,2512,2504,69747.749
Tarrant TX,TX,2512,2510,42544.406
Tarrant TX,TX,2513,2502,66064.646
Tarrant TX,TX,2513,2503,67936.845
Tarrant TX,TX,2514,2503,119265.855
Tarrant TX,TX,2514,2511,14544.223
Tarrant TX,TX,2515,2501,3451.901
Tarrant TX,TX,2515,2503,15870.14
Tarrant TX,TX,2515,2504,69934.862
Tarrant TX,TX,2515,2509,14710.904
Tarrant TX,TX,2515,2511,7032.844
Tarrant TX,TX,2516,600,25.809
Tarrant TX,TX,2516,2202,50.542
Tarrant TX,TX,2516,2504,58571.549
Tarrant TX,TX,2516,2509,68278.809
Taylor TX,TX,2700,2900,135143
Terrell TX,TX,3200,3400,927
Terry TX,TX,400,400,12739
Throckmorton TX,TX,2600,2800,1608
Titus TX,TX,1000,1000,32506
Tom Green TX,TX,2900,3000,116608
Travis TX,TX,5301,5301,4794.443
Travis TX,TX,5301,5401,116269.167
Travis TX,TX,5302,5301,92647.602
Travis TX,TX,5302,5304,18570.879
Travis TX,TX,5302,5401,4314.549
Travis TX,TX,5303,5301,84614.158
Travis TX,TX,5303,5302,37484.539
Travis TX,TX,5303,5401,18365.21
Travis TX,TX,5304,5302,86243.774
Travis TX,TX,5304,5303,34793.987
Travis TX,TX,5304,5401,14844.116
Travis TX,TX,5305,5301,22.477
Travis TX,TX,5305,5303,5114.746
Travis TX,TX,5305,5304,70877.057
Travis TX,TX,5305,5401,43224.159
Travis TX,TX,5306,5301,24864.568
Travis TX,TX,5306,5302,23328.234
Travis TX,TX,5306,5304,101798.177
Travis TX,TX,5307,5302,44419.96
Travis TX,TX,5307,5303,78259.779
Travis TX,TX,5307,5401,763.11
Travis TX,TX,5308,5303,100347.257
Travis TX,TX,5308,5401,26534.644
Travis TX,TX,5309,5302,5780.079
Travis TX,TX,5309,5303,3923.441
Travis TX,TX,5309,5401,102589.384
Travis TX,TX,5309,5402,6355.502
Trinity TX,TX,3900,4100,14224
Tyler TX,TX,4100,1600,21418
Upshur TX,TX,1200,1200,40354
Upton TX,TX,2800,3100,3454
Uvalde TX,TX,6200,5900,27117
Val Verde TX,TX,6200,5900,48974
Van Zandt TX,TX,1300,1200,52910
Victoria TX,TX,5600,6200,91081
Walker TX,TX,3900,4100,69789
Waller TX,TX,5000,4503,46820
Ward TX,TX,3200,3400,11625
Washington TX,TX,3601,3900,34438
Webb TX,TX,6301,6000,143193.548
Webb TX,TX,6302,6000,123479.452
Wharton TX,TX,5000,5000,41168
Wheeler TX,TX,100,100,5714
Wichita TX,TX,700,700,132355
Wilbarger TX,TX,600,600,12973
Willacy TX,TX,6900,6500,21903
Williamson TX,TX,5201,5201,130807.666
Williamson TX,TX,5202,5202,118371.509
Williamson TX,TX,5203,5201,19775.849
Williamson TX,TX,5203,5202,96100.095
Williamson TX,TX,5203,5304,3.472
Williamson TX,TX,5204,5201,112278.441
Williamson TX,TX,5204,5202,11912.967
Wilson TX,TX,5500,5700,46402
Winkler TX,TX,3200,3400,7821
Wise TX,TX,600,600,61638
Wood TX,TX,1300,1200,42852
Yoakum TX,TX,400,400,8286
Young TX,TX,600,600,18350
Zapata TX,TX,6400,6500,14319
Zavala TX,TX,6200,5900,12267
Beaver UT,UT,21001,700,6461
Box Elder UT,UT,3001,100,51518
Cache UT,UT,5001,100,118343
Carbon UT,UT,13001,400,20660
Daggett UT,UT,13001,400,1117
Davis UT,UT,11001,301,185931.06
Davis UT,UT,11001,302,26408.364
Davis UT,UT,11002,301,38.727
Davis UT,UT,11002,302,117313.85
Duchesne UT,UT,13001,400,20380
Emery UT,UT,13001,400,10631
Garfield UT,UT,21001,700,5024
Grand UT,UT,13001,400,9429
Iron UT,UT,21001,700,47269
Juab UT,UT,21001,700,10486
Kane UT,UT,21001,700,7254
Millard UT,UT,21001,700,12606
Morgan UT,UT,5001,400,10608
Piute UT,UT,21001,700,1484
Rich UT,UT,5001,100,2293
Salt Lake UT,UT,35001,501,48254.2
Salt Lake UT,UT,35001,502,11458.65
Salt Lake UT,UT,35001,503,50947.359
Salt Lake UT,UT,35002,501,118488.395
Salt Lake UT,UT,35002,504,3838.282
Salt Lake UT,UT,35003,501,103.909
Salt Lake UT,UT,35003,503,66866.686
Salt Lake UT,UT,35003,505,45946.99
Salt Lake UT,UT,35004,501,11842.478
Salt Lake UT,UT,35004,503,41494.795
Salt Lake UT,UT,35004,504,9824.729
Salt Lake UT,UT,35004,505,58608.018
Salt Lake UT,UT,35005,501,18387.702
Salt Lake UT,UT,35005,504,121686.256
Salt Lake UT,UT,35005,505,16097.457
Salt Lake UT,UT,35006,502,46905.5
Salt Lake UT,UT,35006,506,59619.543
Salt Lake UT,UT,35007,502,74645.038
Salt Lake UT,UT,35007,506,71520.338
Salt Lake UT,UT,35008,504,21139.178
Salt Lake UT,UT,35008,506,4138.346
Salt Lake UT,UT,35008,507,82193.306
Salt Lake UT,UT,35009,502,59221.931
Salt Lake UT,UT,35009,507,48512.913
San Juan UT,UT,13001,400,15251
Sanpete UT,UT,21001,700,28477
Sevier UT,UT,21001,700,20773
Summit UT,UT,5001,400,39105
Tooele UT,UT,3001,100,61598
Uintah UT,UT,13001,400,36867
Utah UT,UT,49001,603,112432.845
Utah UT,UT,49002,601,171735.6
Utah UT,UT,49003,602,122247.859
Utah UT,UT,49004,502,35.837
Utah UT,UT,49004,603,154521.859
Wasatch UT,UT,13001,400,27714
Washington UT,UT,53001,700,151948
Wayne UT,UT,21001,700,2723
Weber UT,UT,57001,200,134564.958
Weber UT,UT,57002,200,105910.042
Accomack VA,VA,51125,1900,33021
Albemarle VA,VA,51089,1000,38996.769
Albemarle VA,VA,51090,1000,65492.231
Alexandria city VA,VA,51255,100,10.758
Alexandria city VA,VA,51255,200,150564.242
Alleghany VA,VA,51045,1100,15820
Amelia VA,VA,51105,3400,12855
Amherst VA,VA,51095,1800,32041
Appomattox VA,VA,51095,3400,15279
Arlington VA,VA,1301,100,114953.955
Arlington VA,VA,1302,100,111954.045
Augusta VA,VA,51080,1100,73862
Bath VA,VA,51080,1100,4563
Bedford city VA (D),VA,51095,1800,6466
Bedford VA,VA,51095,1800,70117
Bland VA,VA,51020,2700,6625
Botetourt VA,VA,51045,1700,33100
Bristol city VA,VA,51020,2600,17184
Brunswick VA,VA,51105,3200,16498
Buchanan VA,VA,51010,2700,23106
Buckingham VA,VA,51105,3400,16913
Buena Vista city VA,VA,51080,1100,6603
Campbell VA,VA,51096,1800,54885
Caroline VA,VA,51120,1900,29778
Carroll VA,VA,51020,2700,29621
Charles City VA,VA,51215,2300,7023
Charlotte VA,VA,51105,3400,12225
Charlottesville city VA,VA,51090,1000,45593
Chesapeake city VA,VA,55001,3000,118823.247
Chesapeake city VA,VA,55002,3000,114547.753
Chesterfield VA,VA,4101,1400,109919.31
Chesterfield VA,VA,4102,1400,117262.475
Chesterfield VA,VA,4103,1400,105317.215
Clarke VA,VA,51084,600,14423
Colonial Heights city VA,VA,51135,2300,17731
Covington city VA,VA,51045,1100,5802
Craig VA,VA,51045,1100,5234
Culpeper VA,VA,51087,900,49166
Cumberland VA,VA,51105,3400,9827
Danville city VA,VA,51097,3500,42444
Dickenson VA,VA,51010,2500,15308
Dinwiddie VA,VA,51135,2300,27859
Emporia city VA,VA,51135,3200,5462
Essex VA,VA,51125,1900,11103
Fairfax city VA,VA,59303,303,24483
Fairfax VA,VA,59301,301,151948.163
Fairfax VA,VA,59302,302,129539.718
Fairfax VA,VA,59303,303,136477.092
Fairfax VA,VA,59304,302,36106.525
Fairfax VA,VA,59304,303,222.938
Fairfax VA,VA,59304,304,71003.716
Fairfax VA,VA,59305,305,120228.893
Fairfax VA,VA,59306,302,46767.599
Fairfax VA,VA,59306,303,61761.245
Fairfax VA,VA,59307,305,168092.254
Fairfax VA,VA,59308,301,71204.571
Fairfax VA,VA,59308,305,30884.303
Fairfax VA,VA,59309,304,113300.983
Falls Church city VA,VA,59308,301,13601
Fauquier VA,VA,51087,501,2.093
Fauquier VA,VA,51087,600,68245.907
Floyd VA,VA,51040,2400,15578
Fluvanna VA,VA,51089,1000,26092
Franklin city VA,VA,51145,3200,8526
Franklin VA,VA,51045,3300,56358
Frederick VA,VA,51084,400,82377
Fredericksburg city VA,VA,51115,900,28350
Galax city VA,VA,51020,2700,7014
Giles VA,VA,51040,2400,16815
Gloucester VA,VA,51125,2200,37141
Goochland VA,VA,51215,1500,21936
Grayson VA,VA,51020,2700,15093
Greene VA,VA,51090,1000,19031
Greensville VA,VA,51135,3200,11681
Halifax VA,VA,51105,3400,35200
Hampton city VA,VA,51186,2100,136879
Hanover VA,VA,51215,1500,101918
Harrisonburg city VA,VA,51110,700,52478
Henrico VA,VA,51224,1300,147254.258
Henrico VA,VA,51225,1200,4.195
Henrico VA,VA,51225,1300,174665.546
Henry VA,VA,51097,3300,52081
Highland VA,VA,51080,1100,2248
Hopewell city VA,VA,51135,2300,22196
Isle of Wight VA,VA,51145,3100,36007
James City VA,VA,51206,2200,72583
King and Queen VA,VA,51125,1900,7175
King George VA,VA,51120,800,25371
King William VA,VA,51215,1900,16186
Lancaster VA,VA,51125,1900,11044
Lee VA,VA,51010,2500,24951
Lexington city VA,VA,51080,1100,7311
Loudoun VA,VA,10701,600,119389.606
Loudoun VA,VA,10702,600,123096.701
Loudoun VA,VA,10703,600,120563.694
Louisa VA,VA,51089,700,34348
Lunenburg VA,VA,51105,3200,12466
Lynchburg city VA,VA,51096,1800,79047
Madison VA,VA,51087,700,13157
Manassas city VA,VA,51245,501,42081
Manassas Park city VA,VA,51245,501,15174
Martinsville city VA,VA,51097,3300,13711
Mathews VA,VA,51125,2200,8836
Mecklenburg VA,VA,51105,3200,31192
Middlesex VA,VA,51125,1900,10696
Montgomery VA,VA,51040,2400,97244
Nelson VA,VA,51089,1100,14850
New Kent VA,VA,51215,2300,20021
Newport News city VA,VA,51175,2000,182962.975
Newport News city VA,VA,51175,2200,2.025
Norfolk city VA,VA,51154,2900,210249.747
Norfolk city VA,VA,51155,2900,35178.253
Northampton VA,VA,51125,1900,12121
Northumberland VA,VA,51125,1900,12251
Norton city VA,VA,51010,2500,4031
Nottoway VA,VA,51105,3400,15579
Orange VA,VA,51087,700,35026
Page VA,VA,51085,700,23848
Patrick VA,VA,51097,3300,18264
Petersburg city VA,VA,51135,2300,32701
Pittsylvania VA,VA,51097,3500,62383
Poquoson city VA,VA,51206,2200,12048
Portsmouth city VA,VA,51155,3100,96004
Powhatan VA,VA,51215,1500,28449
Prince Edward VA,VA,51105,3400,23074
Prince George VA,VA,51135,2300,37333
Prince William VA,VA,51244,501,116603.065
Prince William VA,VA,51244,502,6942.165
Prince William VA,VA,51245,501,69604.744
Prince William VA,VA,51246,501,3078.255
Prince William VA,VA,51246,502,249865.772
Pulaski VA,VA,51040,2400,34322
Radford city VA,VA,51040,2400,17646
Rappahannock VA,VA,51087,700,7361
Richmond city VA,VA,51235,1200,217840.199
Richmond city VA,VA,51235,1300,12.801
Richmond VA,VA,51125,1900,8902
Roanoke city VA,VA,51044,1600,99422.877
Roanoke city VA,VA,51044,1700,5.123
Roanoke VA,VA,51044,1700,8216.442
Roanoke VA,VA,51045,1700,85568.558
Rockbridge VA,VA,51080,1100,22327
Rockingham VA,VA,51110,700,78171
Russell VA,VA,51010,2500,28023
Salem city VA,VA,51044,1600,25483
Scott VA,VA,51010,2600,22384
Shenandoah VA,VA,51085,400,43021
Smyth VA,VA,51020,2600,31555
Southampton VA,VA,51145,3200,18059
Spotsylvania VA,VA,51120,900,129170.057
Spotsylvania VA,VA,51120,1900,17.943
Stafford VA,VA,51115,800,139992
Staunton city VA,VA,51080,1100,24538
Suffolk city VA,VA,51145,3100,86806
Surry VA,VA,51135,3200,6790
Sussex VA,VA,51135,3200,11767
Tazewell VA,VA,51010,2700,43452
Virginia Beach city VA,VA,51164,2801,111111.462
Virginia Beach city VA,VA,51164,2802,34574.577
Virginia Beach city VA,VA,51165,2801,12733.667
Virginia Beach city VA,VA,51165,2802,30766.936
Virginia Beach city VA,VA,51165,2803,131632.363
Virginia Beach city VA,VA,51167,2802,96027.107
Virginia Beach city VA,VA,51167,2803,34133.888
Warren VA,VA,51085,600,38987
Washington VA,VA,51020,2600,54729
Waynesboro city VA,VA,51080,1100,21366
Westmoreland VA,VA,51125,1900,17477
Williamsburg city VA,VA,51206,2200,14691
Winchester city VA,VA,51084,400,27543
Wise VA,VA,51010,2500,39935
Wythe VA,VA,51020,2700,29121
York VA,VA,51206,2000,266.527
York VA,VA,51206,2200,66075.473
Addison VT,VT,400,400,37009
Bennington VT,VT,400,400,36445
Caledonia VT,VT,200,200,30981
Chittenden VT,VT,100,100,160531
Essex VT,VT,200,200,6125
Franklin VT,VT,100,100,48642
Grand Isle VT,VT,100,100,6994
Lamoille VT,VT,200,200,25082
Orange VT,VT,300,200,14.96
Orange VT,VT,300,300,28844.04
Orleans VT,VT,200,200,27082
Rutland VT,VT,400,400,60086
Washington VT,VT,200,200,58993.045
Washington VT,VT,200,300,4.955
Windham VT,VT,300,300,43714
Windsor VT,VT,300,300,56014
Adams WA,WA,10600,400,19179
Asotin WA,WA,10600,700,22189
Benton WA,WA,10701,800,46574.393
Benton WA,WA,10702,800,111775.35
Benton WA,WA,10703,800,28127.74
Benton WA,WA,10703,901,8.516
Chelan WA,WA,10300,300,74588
Clallam WA,WA,11900,1600,72715
Clark WA,WA,11101,2101,1711.308
Clark WA,WA,11101,2200,109941.437
Clark WA,WA,11102,2101,101205.71
Clark WA,WA,11102,2200,11311.17
Clark WA,WA,11103,2101,9843.729
Clark WA,WA,11103,2102,51796.211
Clark WA,WA,11103,2200,47714.096
Clark WA,WA,11104,2101,23158.847
Clark WA,WA,11104,2102,94325.491
Columbia WA,WA,10600,700,3985
Cowlitz WA,WA,11200,1100,102133
Douglas WA,WA,10300,300,39804
Ferry WA,WA,10400,400,7667
Franklin WA,WA,10701,800,68576.242
Franklin WA,WA,10703,800,19232.758
Garfield WA,WA,10600,700,2215
Grant WA,WA,10800,400,93147
Grays Harbor WA,WA,11300,1500,70818
Island WA,WA,10200,200,79275
Jefferson WA,WA,11900,1600,30228
King WA,WA,11601,1801,148243.431
King WA,WA,11602,1802,127892.323
King WA,WA,11603,1803,125892.323
King WA,WA,11604,1804,115682.305
King WA,WA,11605,1805,137618.766
King WA,WA,11605,2005,35.541
King WA,WA,11606,2001,121839.549
King WA,WA,11607,1900,9.693
King WA,WA,11607,2002,140412.519
King WA,WA,11608,1900,122229.425
King WA,WA,11608,2002,7913.841
King WA,WA,11608,2003,10944.536
King WA,WA,11609,1900,6575.122
King WA,WA,11609,2003,134724.85
King WA,WA,11610,2004,136370.515
King WA,WA,11611,1805,91.546
King WA,WA,11611,2005,133302.125
King WA,WA,11612,1300,19.386
King WA,WA,11612,1401,15.078
King WA,WA,11612,2007,130081.877
King WA,WA,11613,2006,130046.335
King WA,WA,11614,1401,22.617
King WA,WA,11614,2006,9659.668
King WA,WA,11614,2008,105833.084
King WA,WA,11615,2004,10775.446
King WA,WA,11615,2008,40844.38
King WA,WA,11615,2009,70467.434
King WA,WA,11616,2001,13806.142
King WA,WA,11616,2002,8942.382
King WA,WA,11616,2009,89674.761
Kitsap WA,WA,11801,1701,124722.575
Kitsap WA,WA,11802,1702,129460.425
Kittitas WA,WA,10800,300,42522
Klickitat WA,WA,11000,1100,20861
Lewis WA,WA,11000,1500,75128
Lincoln WA,WA,10600,400,10250
Mason WA,WA,11300,1600,60711
Okanogan WA,WA,10400,300,41290
Pacific WA,WA,11200,1500,20561
Pend Oreille WA,WA,10400,400,12985
Pierce WA,WA,11501,1300,125644.17
Pierce WA,WA,11501,1403,15.692
Pierce WA,WA,11502,1300,23713.178
Pierce WA,WA,11502,1401,783.57
Pierce WA,WA,11502,1403,23283.209
Pierce WA,WA,11502,1404,67147.409
Pierce WA,WA,11502,1702,9.415
Pierce WA,WA,11503,1300,1225.047
Pierce WA,WA,11503,1402,3.138
Pierce WA,WA,11503,1403,84690.37
Pierce WA,WA,11503,1404,26630.902
Pierce WA,WA,11504,1300,37816.383
Pierce WA,WA,11504,1402,93097.265
Pierce WA,WA,11505,1300,19416.623
Pierce WA,WA,11505,1401,85811.847
Pierce WA,WA,11505,1402,6800.003
Pierce WA,WA,11506,1401,63737.993
Pierce WA,WA,11506,1402,62201.192
Pierce WA,WA,11507,1401,32620.135
Pierce WA,WA,11507,1402,43895.585
Pierce WA,WA,11507,1404,33384.874
San Juan WA,WA,10200,200,16015
Skagit WA,WA,10200,200,120365
Skamania WA,WA,11000,1100,11340
Snohomish WA,WA,11701,1002,120311.277
Snohomish WA,WA,11702,1001,43757.203
Snohomish WA,WA,11702,1002,54165.95
Snohomish WA,WA,11702,1003,20828.143
Snohomish WA,WA,11703,1001,122698.634
Snohomish WA,WA,11704,1003,120771.285
Snohomish WA,WA,11705,1004,132993.444
Snohomish WA,WA,11706,1005,144057.064
Spokane WA,WA,10501,500,105963.48
Spokane WA,WA,10501,601,23880.788
Spokane WA,WA,10501,602,21.584
Spokane WA,WA,10502,500,102516.26
Spokane WA,WA,10502,601,6209.93
Spokane WA,WA,10502,602,12723.059
Spokane WA,WA,10503,500,535.481
Spokane WA,WA,10503,602,124497.685
Spokane WA,WA,10504,500,2557.151
Spokane WA,WA,10504,601,102418.62
Spokane WA,WA,10504,602,2993.963
Stevens WA,WA,10400,400,43650
Thurston WA,WA,11401,1201,29090.758
Thurston WA,WA,11401,1202,130187.571
Thurston WA,WA,11402,1201,106572.671
Wahkiakum WA,WA,11200,1100,4067
Walla Walla WA,WA,10703,700,59844
Whatcom WA,WA,10100,100,208351
Whitman WA,WA,10600,700,46827
Yakima WA,WA,10901,902,122567.036
Yakima WA,WA,10902,901,111877.73
Yakima WA,WA,10902,902,13242.234
Adams WI,WI,1601,600,20215
Ashland WI,WI,100,100,16103
Barron WI,WI,55101,400,45455
Bayfield WI,WI,100,100,14985
Brown WI,WI,200,200,107067.696
Brown WI,WI,200,300,1552.396
Brown WI,WI,300,200,550.583
Brown WI,WI,300,300,147499.325
Buffalo WI,WI,700,700,13188
Burnett WI,WI,100,100,15328
Calumet WI,WI,1401,1500,49491
Chippewa WI,WI,55101,500,9045.96
Chippewa WI,WI,55103,500,54414.04
Clark WI,WI,55101,400,34423
Columbia WI,WI,1000,1000,56615
Crawford WI,WI,700,700,16392
Dane WI,WI,101,1100,113579.243
Dane WI,WI,101,1200,4713.56
Dane WI,WI,102,1100,45103.567
Dane WI,WI,102,1200,149415.418
Dane WI,WI,103,1100,81531.053
Dane WI,WI,103,1200,121941.158
Dodge WI,WI,1001,1000,88574
Door WI,WI,1300,1300,27766
Douglas WI,WI,100,100,43698
Dunn WI,WI,55102,400,44305
Eau Claire WI,WI,55103,500,101564
Florence WI,WI,1300,1300,4481
Fond du Lac WI,WI,1401,1400,101759
Forest WI,WI,600,600,9127
Grant WI,WI,800,800,51829
Green Lake WI,WI,1400,1400,18836
Green WI,WI,800,800,37063
Iowa WI,WI,800,800,23825
Iron WI,WI,100,100,5917
Jackson WI,WI,700,700,20652
Jefferson WI,WI,1001,1700,84395
Juneau WI,WI,1601,600,26395
Kenosha WI,WI,10000,1800,168068
Kewaunee WI,WI,1301,1300,20444
La Crosse WI,WI,900,900,118011
Lafayette WI,WI,800,800,16853
Langlade WI,WI,600,600,19410
Lincoln WI,WI,600,600,28493
Manitowoc WI,WI,1301,1300,80160
Marathon WI,WI,1600,1600,135780
